,Prev_Day,Bed_Time,Wake_Time,Awake_Dur,Light_Dur,Deep_Dur,Total_Dur,Nap_Dur,Window_Conf
549,2019-02-07,2019-02-08 07:41:00+00:00,2019-02-08 13:06:00+00:00,0 days 00:05:00.000000000,0 days 01:56:00,0 days 03:24:00,0 days 05:20:00.000000000,0 days 00:00:00.000000000,True
550,2019-02-08,2019-02-09 07:03:00+00:00,2019-02-09 15:10:00+00:00,0 days 00:07:00.000000000,0 days 05:06:00,0 days 02:54:00,0 days 08:00:00.000000000,0 days 00:00:00.000000000,True
551,2019-02-09,2019-02-10 07:33:00+00:00,2019-02-10 14:58:00+00:00,0 days 00:11:00.000000000,0 days 04:19:00,0 days 02:55:00,0 days 07:14:00.000000000,0 days 00:00:00.000000000,True
552,2019-02-10,2019-02-11 06:36:00+00:00,2019-02-11 13:11:00+00:00,0 days 00:06:00.000000000,0 days 03:30:00,0 days 02:59:00,0 days 06:29:00.000000000,0 days 00:00:00.000000000,True
553,2019-02-11,2019-02-12 07:28:00+00:00,2019-02-12 13:50:00+00:00,0 days 00:10:00.000000000,0 days 03:55:00,0 days 02:17:00,0 days 06:12:00.000000000,0 days 00:00:00.000000000,True
554,2019-02-13,2019-02-14 07:20:00+00:00,2019-02-14 13:14:00+00:00,0 days 00:01:00.000000000,0 days 03:48:00,0 days 02:05:00,0 days 05:53:00.000000000,0 days 00:00:00.000000000,True
555,2019-02-14,2019-02-15 08:11:00+00:00,2019-02-15 13:39:00+00:00,0 days 00:00:00.000000000,0 days 02:50:00,0 days 02:38:00,0 days 05:28:00.000000000,0 days 00:00:00.000000000,True
556,2019-02-15,2019-02-16 08:30:00+00:00,2019-02-16 13:42:00+00:00,0 days 00:05:00.000000000,0 days 02:09:00,0 days 02:58:00,0 days 05:07:00.000000000,0 days 00:00:00.000000000,True
557,2019-02-16,2019-02-17 05:50:00+00:00,2019-02-17 14:45:00+00:00,0 days 00:06:00.000000000,0 days 05:02:00,0 days 03:47:00,0 days 08:49:00.000000000,0 days 00:00:00.000000000,True
558,2019-02-17,2019-02-18 08:08:00+00:00,2019-02-18 12:54:00+00:00,0 days 00:00:00.000000000,0 days 03:12:00,0 days 01:34:00,0 days 04:46:00.000000000,0 days 00:00:00.000000000,True
559,2019-02-18,2019-02-19 07:53:00+00:00,2019-02-19 13:29:00+00:00,0 days 00:08:00.000000000,0 days 02:14:00,0 days 03:14:00,0 days 05:28:00.000000000,0 days 00:00:00.000000000,True
560,2019-02-19,2019-02-20 06:14:00+00:00,2019-02-20 13:36:00+00:00,0 days 00:06:00.000000000,0 days 04:57:00,0 days 02:19:00,0 days 07:16:00.000000000,0 days 00:00:00.000000000,True
561,2019-02-20,2019-02-21 07:17:00+00:00,2019-02-21 12:44:00+00:00,0 days 00:10:00.000000000,0 days 02:34:00,0 days 02:43:00,0 days 05:17:00.000000000,0 days 00:00:00.000000000,True
562,2019-02-21,2019-02-22 07:36:00+00:00,2019-02-22 13:32:00+00:00,0 days 00:05:00.000000000,0 days 02:28:00,0 days 03:23:00,0 days 05:51:00.000000000,0 days 00:00:00.000000000,True
563,2019-02-22,2019-02-23 08:57:00+00:00,2019-02-23 15:35:00+00:00,0 days 00:00:00.000000000,0 days 02:51:00,0 days 03:47:00,0 days 06:38:00.000000000,0 days 00:00:00.000000000,True
564,2019-02-23,2019-02-24 10:02:00+00:00,2019-02-24 15:28:00+00:00,0 days 00:08:00.000000000,0 days 02:38:00,0 days 02:40:00,0 days 05:18:00.000000000,0 days 00:00:00.000000000,True
565,2019-02-24,2019-02-25 08:02:00+00:00,2019-02-25 14:13:00+00:00,0 days 00:06:00.000000000,0 days 04:09:00,0 days 01:56:00,0 days 06:05:00.000000000,0 days 00:00:00.000000000,True
566,2019-02-25,2019-02-26 06:26:00+00:00,2019-02-26 10:16:00+00:00,0 days 00:00:00.000000000,0 days 02:25:00,0 days 01:25:00,0 days 03:50:00.000000000,0 days 00:00:00.000000000,True
567,2019-02-26,2019-02-27 07:05:00+00:00,2019-02-27 13:49:00+00:00,0 days 00:06:00.000000000,0 days 02:46:00,0 days 03:52:00,0 days 06:38:00.000000000,0 days 00:00:00.000000000,True
568,2019-02-27,2019-02-28 06:57:00+00:00,2019-02-28 14:00:00+00:00,0 days 00:06:00.000000000,0 days 04:19:00,0 days 02:38:00,0 days 06:57:00.000000000,0 days 00:00:00.000000000,True
569,2019-03-25,2019-03-26 06:41:00+00:00,2019-03-26 12:54:00+00:00,0 days 00:07:00.000000000,0 days 02:34:00,0 days 03:32:00,0 days 06:06:00.000000000,0 days 00:00:00.000000000,True
570,2019-03-26,2019-03-27 04:02:00+00:00,2019-03-27 11:26:00+00:00,0 days 00:01:00.000000000,0 days 04:31:00,0 days 02:52:00,0 days 07:23:00.000000000,0 days 00:00:00.000000000,True
571,2019-03-27,2019-03-28 05:53:00+00:00,2019-03-28 12:18:00+00:00,0 days 00:14:00.000000000,0 days 03:51:00,0 days 02:20:00,0 days 06:11:00.000000000,0 days 00:00:00.000000000,True
572,2019-03-28,2019-03-29 05:52:00+00:00,2019-03-29 13:28:00+00:00,0 days 00:22:00.000000000,0 days 03:22:00,0 days 03:52:00,0 days 07:14:00.000000000,0 days 00:00:00.000000000,True
573,2019-03-29,2019-03-30 06:08:00+00:00,2019-03-30 14:09:00+00:00,0 days 00:07:00.000000000,0 days 04:33:00,0 days 03:21:00,0 days 07:54:00.000000000,0 days 00:00:00.000000000,True
574,2019-03-30,2019-03-31 07:05:00+00:00,2019-03-31 14:06:00+00:00,0 days 00:00:00.000000000,0 days 04:32:00,0 days 02:29:00,0 days 07:01:00.000000000,0 days 00:00:00.000000000,True
575,2019-03-31,2019-04-01 05:16:00+00:00,2019-04-01 14:31:00+00:00,0 days 00:00:00.000000000,0 days 04:58:00,0 days 04:17:00,0 days 09:15:00.000000000,0 days 00:00:00.000000000,True
576,2019-04-01,2019-04-02 06:07:00+00:00,2019-04-02 11:59:00+00:00,0 days 00:06:00.000000000,0 days 03:24:00,0 days 02:22:00,0 days 05:46:00.000000000,0 days 00:00:00.000000000,True
577,2019-04-02,2019-04-03 05:17:00+00:00,2019-04-03 11:56:00+00:00,0 days 00:06:00.000000000,0 days 02:53:00,0 days 03:40:00,0 days 06:33:00.000000000,0 days 00:00:00.000000000,True
578,2019-04-03,2019-04-04 04:55:00+00:00,2019-04-04 12:36:00+00:00,0 days 00:02:00.000000000,0 days 04:46:00,0 days 02:53:00,0 days 07:39:00.000000000,0 days 00:00:00.000000000,True
579,2019-04-04,2019-04-05 05:58:00+00:00,2019-04-05 12:44:00+00:00,0 days 00:06:00.000000000,0 days 03:30:00,0 days 03:10:00,0 days 06:40:00.000000000,0 days 00:00:00.000000000,True
580,2019-04-05,2019-04-06 06:09:00+00:00,2019-04-06 12:55:00+00:00,0 days 00:07:00.000000000,0 days 02:58:00,0 days 03:41:00,0 days 06:39:00.000000000,0 days 00:00:00.000000000,True
581,2019-04-06,2019-04-07 05:26:00+00:00,2019-04-07 13:42:00+00:00,0 days 00:05:00.000000000,0 days 04:01:00,0 days 04:10:00,0 days 08:11:00.000000000,0 days 00:00:00.000000000,True
582,2019-04-07,2019-04-08 06:55:00+00:00,2019-04-08 12:51:00+00:00,0 days 00:08:00.000000000,0 days 03:27:00,0 days 02:21:00,0 days 05:48:00.000000000,0 days 00:00:00.000000000,True
583,2019-04-08,2019-04-09 08:37:00+00:00,2019-04-09 12:18:00+00:00,0 days 00:00:00.000000000,0 days 01:40:00,0 days 02:01:00,0 days 03:41:00.000000000,0 days 00:00:00.000000000,True
584,2019-04-09,2019-04-10 04:34:00+00:00,2019-04-10 11:53:00+00:00,0 days 00:00:00.000000000,0 days 03:37:00,0 days 03:42:00,0 days 07:19:00.000000000,0 days 00:00:00.000000000,True
585,2019-04-10,2019-04-11 06:05:00+00:00,2019-04-11 12:20:00+00:00,0 days 00:09:00.000000000,0 days 04:49:00,0 days 01:17:00,0 days 06:06:00.000000000,0 days 00:00:00.000000000,True
586,2019-04-11,2019-04-12 06:16:00+00:00,2019-04-12 12:57:00+00:00,0 days 00:06:00.000000000,0 days 03:20:00,0 days 03:15:00,0 days 06:35:00.000000000,0 days 00:00:00.000000000,True
587,2019-04-12,2019-04-13 06:35:00+00:00,2019-04-13 13:50:00+00:00,0 days 00:13:00.000000000,0 days 03:45:00,0 days 03:17:00,0 days 07:02:00.000000000,0 days 00:00:00.000000000,True
588,2019-04-13,2019-04-14 06:33:00+00:00,2019-04-14 13:56:00+00:00,0 days 00:02:00.000000000,0 days 04:11:00,0 days 03:10:00,0 days 07:21:00.000000000,0 days 00:00:00.000000000,True
589,2019-04-15,2019-04-16 06:34:00+00:00,2019-04-16 13:07:00+00:00,0 days 00:10:00.000000000,0 days 03:55:00,0 days 02:28:00,0 days 06:23:00.000000000,0 days 00:00:00.000000000,True
590,2019-04-16,2019-04-17 06:38:00+00:00,2019-04-17 12:09:00+00:00,0 days 00:03:00.000000000,0 days 02:22:00,0 days 03:06:00,0 days 05:28:00.000000000,0 days 00:00:00.000000000,True
591,2019-04-18,2019-04-19 05:18:00+00:00,2019-04-19 15:06:00+00:00,0 days 00:02:00.000000000,0 days 05:19:00,0 days 04:27:00,0 days 09:46:00.000000000,0 days 00:00:00.000000000,True
592,2019-04-19,2019-04-20 06:18:00+00:00,2019-04-20 15:16:00+00:00,0 days 00:00:00.000000000,0 days 05:16:00,0 days 03:42:00,0 days 08:58:00.000000000,0 days 00:00:00.000000000,True
593,2019-04-20,2019-04-21 06:32:00+00:00,2019-04-21 13:32:00+00:00,0 days 00:12:00.000000000,0 days 05:11:00,0 days 01:37:00,0 days 06:48:00.000000000,0 days 00:00:00.000000000,True
594,2019-04-21,2019-04-22 07:00:00+00:00,2019-04-22 12:38:00+00:00,0 days 00:05:00.000000000,0 days 02:42:00,0 days 02:51:00,0 days 05:33:00.000000000,0 days 00:00:00.000000000,True
595,2019-04-22,2019-04-23 07:50:00+00:00,2019-04-23 12:40:00+00:00,0 days 00:06:00.000000000,0 days 03:32:00,0 days 01:12:00,0 days 04:44:00.000000000,0 days 00:00:00.000000000,True
596,2019-04-23,2019-04-24 07:07:00+00:00,2019-04-24 13:05:00+00:00,0 days 00:06:00.000000000,0 days 03:52:00,0 days 02:00:00,0 days 05:52:00.000000000,0 days 00:00:00.000000000,True
597,2019-04-24,2019-04-25 06:15:00+00:00,2019-04-25 13:11:00+00:00,0 days 00:12:00.000000000,0 days 03:25:00,0 days 03:19:00,0 days 06:44:00.000000000,0 days 00:00:00.000000000,True
598,2019-04-25,2019-04-26 05:47:00+00:00,2019-04-26 12:06:00+00:00,0 days 00:08:00.000000000,0 days 03:19:00,0 days 02:52:00,0 days 06:11:00.000000000,0 days 00:00:00.000000000,True
599,2019-04-26,2019-04-27 06:21:00+00:00,2019-04-27 14:42:00+00:00,0 days 00:01:00.000000000,0 days 06:33:00,0 days 01:47:00,0 days 08:20:00.000000000,0 days 00:00:00.000000000,True
600,2019-04-27,2019-04-28 06:45:00+00:00,2019-04-28 13:36:00+00:00,0 days 00:05:00.000000000,0 days 04:16:00,0 days 02:30:00,0 days 06:46:00.000000000,0 days 00:00:00.000000000,True
601,2019-04-28,2019-04-29 06:21:00+00:00,2019-04-29 12:01:00+00:00,0 days 00:03:00.000000000,0 days 03:28:00,0 days 02:09:00,0 days 05:37:00.000000000,0 days 00:00:00.000000000,True
602,2019-04-29,2019-04-30 07:12:00+00:00,2019-04-30 13:03:00+00:00,0 days 00:03:00.000000000,0 days 02:54:00,0 days 02:54:00,0 days 05:48:00.000000000,0 days 00:00:00.000000000,True
603,2019-05-01,2019-05-02 06:20:00+00:00,2019-05-02 13:06:00+00:00,0 days 00:07:00.000000000,0 days 03:15:00,0 days 03:24:00,0 days 06:39:00.000000000,0 days 00:00:00.000000000,True
604,2019-05-02,2019-05-03 06:54:00+00:00,2019-05-03 13:20:00+00:00,0 days 00:10:00.000000000,0 days 03:39:00,0 days 02:37:00,0 days 06:16:00.000000000,0 days 00:00:00.000000000,True
605,2019-05-03,2019-05-04 04:01:00+00:00,2019-05-04 12:15:00+00:00,0 days 00:00:00.000000000,0 days 04:54:00,0 days 03:20:00,0 days 08:14:00.000000000,0 days 00:00:00.000000000,True
606,2019-05-04,2019-05-05 06:34:00+00:00,2019-05-05 14:20:00+00:00,0 days 00:06:00.000000000,0 days 04:22:00,0 days 03:18:00,0 days 07:40:00.000000000,0 days 00:00:00.000000000,True
607,2019-05-05,2019-05-06 06:58:00+00:00,2019-05-06 13:22:00+00:00,0 days 00:09:00.000000000,0 days 03:18:00,0 days 02:57:00,0 days 06:15:00.000000000,0 days 00:00:00.000000000,True
608,2019-05-06,2019-05-07 07:12:00+00:00,2019-05-07 13:13:00+00:00,0 days 00:05:00.000000000,0 days 04:26:00,0 days 01:30:00,0 days 05:56:00.000000000,0 days 00:00:00.000000000,True
609,2019-05-07,2019-05-08 05:03:00+00:00,2019-05-08 12:28:00+00:00,0 days 00:11:00.000000000,0 days 04:17:00,0 days 02:57:00,0 days 07:14:00.000000000,0 days 00:00:00.000000000,True
610,2019-05-08,2019-05-09 08:22:00+00:00,2019-05-09 13:23:00+00:00,0 days 00:10:00.000000000,0 days 01:47:00,0 days 03:04:00,0 days 04:51:00.000000000,0 days 00:00:00.000000000,True
611,2019-05-09,2019-05-10 07:40:00+00:00,2019-05-10 13:21:00+00:00,0 days 00:07:00.000000000,0 days 02:04:00,0 days 03:30:00,0 days 05:34:00.000000000,0 days 00:00:00.000000000,True
612,2019-05-10,2019-05-11 07:02:00+00:00,2019-05-11 15:07:00+00:00,0 days 00:02:00.000000000,0 days 04:16:00,0 days 03:47:00,0 days 08:03:00.000000000,0 days 00:00:00.000000000,True
613,2019-05-11,2019-05-12 05:22:00+00:00,2019-05-12 14:15:00+00:00,0 days 00:00:00.000000000,0 days 05:36:00,0 days 03:17:00,0 days 08:53:00.000000000,0 days 00:00:00.000000000,True
614,2019-05-12,2019-05-13 05:31:00+00:00,2019-05-13 12:42:00+00:00,0 days 00:04:00.000000000,0 days 04:39:00,0 days 02:28:00,0 days 07:07:00.000000000,0 days 00:00:00.000000000,True
615,2019-05-13,2019-05-14 05:45:00+00:00,2019-05-14 12:54:00+00:00,0 days 00:22:00.000000000,0 days 04:39:00,0 days 02:08:00,0 days 06:47:00.000000000,0 days 00:00:00.000000000,True
616,2019-05-14,2019-05-15 06:09:00+00:00,2019-05-15 12:38:00+00:00,0 days 00:03:00.000000000,0 days 04:37:00,0 days 01:49:00,0 days 06:26:00.000000000,0 days 00:00:00.000000000,True
617,2019-05-15,2019-05-16 06:05:00+00:00,2019-05-16 13:08:00+00:00,0 days 00:08:00.000000000,0 days 05:11:00,0 days 01:44:00,0 days 06:55:00.000000000,0 days 00:00:00.000000000,True
618,2019-05-16,2019-05-17 07:21:00+00:00,2019-05-17 13:20:00+00:00,0 days 00:02:00.000000000,0 days 03:18:00,0 days 02:39:00,0 days 05:57:00.000000000,0 days 00:00:00.000000000,True
619,2019-05-17,2019-05-18 06:02:00+00:00,2019-05-18 15:13:00+00:00,0 days 00:07:00.000000000,0 days 06:50:00,0 days 02:14:00,0 days 09:04:00.000000000,0 days 00:00:00.000000000,True
620,2019-05-18,2019-05-19 05:52:00+00:00,2019-05-19 14:24:00+00:00,0 days 00:06:00.000000000,0 days 04:56:00,0 days 03:30:00,0 days 08:26:00.000000000,0 days 00:00:00.000000000,True
621,2019-05-19,2019-05-20 06:49:00+00:00,2019-05-20 13:18:00+00:00,0 days 00:07:00.000000000,0 days 03:18:00,0 days 03:04:00,0 days 06:22:00.000000000,0 days 00:00:00.000000000,True
622,2019-05-20,2019-05-21 06:58:00+00:00,2019-05-21 13:16:00+00:00,0 days 00:02:00.000000000,0 days 04:13:00,0 days 02:03:00,0 days 06:16:00.000000000,0 days 00:00:00.000000000,True
623,2019-05-21,2019-05-22 05:36:00+00:00,2019-05-22 12:00:00+00:00,0 days 00:01:00.000000000,0 days 04:10:00,0 days 02:13:00,0 days 06:23:00.000000000,0 days 00:00:00.000000000,True
624,2019-05-22,2019-05-23 06:42:00+00:00,2019-05-23 11:46:00+00:00,0 days 00:01:00.000000000,0 days 03:20:00,0 days 01:43:00,0 days 05:03:00.000000000,0 days 00:00:00.000000000,True
625,2019-05-23,2019-05-24 07:10:00+00:00,2019-05-24 13:43:00+00:00,0 days 00:08:00.000000000,0 days 03:09:00,0 days 03:16:00,0 days 06:25:00.000000000,0 days 00:00:00.000000000,True
626,2019-05-24,2019-05-25 08:09:00+00:00,2019-05-25 15:29:00+00:00,0 days 00:00:00.000000000,0 days 04:41:00,0 days 02:39:00,0 days 07:20:00.000000000,0 days 00:00:00.000000000,True
627,2019-05-25,2019-05-26 06:37:00+00:00,2019-05-26 15:08:00+00:00,0 days 00:05:00.000000000,0 days 04:41:00,0 days 03:45:00,0 days 08:26:00.000000000,0 days 00:00:00.000000000,True
628,2019-05-26,2019-05-27 06:58:00+00:00,2019-05-27 15:29:00+00:00,0 days 00:03:00.000000000,0 days 06:06:00,0 days 02:22:00,0 days 08:28:00.000000000,0 days 00:00:00.000000000,True
629,2019-05-27,2019-05-28 08:31:00+00:00,2019-05-28 13:51:00+00:00,0 days 00:03:00.000000000,0 days 02:47:00,0 days 02:30:00,0 days 05:17:00.000000000,0 days 00:00:00.000000000,True
630,2019-05-28,2019-05-29 06:51:00+00:00,2019-05-29 14:18:00+00:00,0 days 00:02:00.000000000,0 days 03:08:00,0 days 04:17:00,0 days 07:25:00.000000000,0 days 00:00:00.000000000,True
631,2019-05-29,2019-05-30 06:34:00+00:00,2019-05-30 12:54:00+00:00,0 days 00:06:00.000000000,0 days 03:11:00,0 days 03:03:00,0 days 06:14:00.000000000,0 days 00:00:00.000000000,True
632,2019-05-30,2019-05-31 06:57:00+00:00,2019-05-31 13:14:00+00:00,0 days 00:04:00.000000000,0 days 03:36:00,0 days 02:37:00,0 days 06:13:00.000000000,0 days 00:00:00.000000000,True
633,2019-05-31,2019-06-01 07:23:00+00:00,2019-06-01 15:12:00+00:00,0 days 00:08:00.000000000,0 days 05:15:00,0 days 02:26:00,0 days 07:41:00.000000000,0 days 00:00:00.000000000,True
634,2019-06-01,2019-06-02 08:15:00+00:00,2019-06-02 15:06:00+00:00,0 days 00:05:00.000000000,0 days 04:05:00,0 days 02:41:00,0 days 06:46:00.000000000,0 days 00:00:00.000000000,True
635,2019-06-02,2019-06-03 08:06:00+00:00,2019-06-03 13:10:00+00:00,0 days 00:06:00.000000000,0 days 02:18:00,0 days 02:40:00,0 days 04:58:00.000000000,0 days 00:00:00.000000000,True
636,2019-06-03,2019-06-04 06:36:00+00:00,2019-06-04 13:00:00+00:00,0 days 00:06:00.000000000,0 days 03:19:00,0 days 02:59:00,0 days 06:18:00.000000000,0 days 00:00:00.000000000,True
637,2019-06-04,2019-06-05 07:18:00+00:00,2019-06-05 12:40:00+00:00,0 days 00:03:00.000000000,0 days 02:40:00,0 days 02:39:00,0 days 05:19:00.000000000,0 days 00:00:00.000000000,True
638,2019-06-05,2019-06-06 07:12:00+00:00,2019-06-06 13:29:00+00:00,0 days 00:10:00.000000000,0 days 03:33:00,0 days 02:34:00,0 days 06:07:00.000000000,0 days 00:00:00.000000000,True
639,2019-06-06,2019-06-07 05:49:00+00:00,2019-06-07 13:17:00+00:00,0 days 00:09:00.000000000,0 days 05:02:00,0 days 02:17:00,0 days 07:19:00.000000000,0 days 00:00:00.000000000,True
640,2019-06-07,2019-06-08 06:31:00+00:00,2019-06-08 15:29:00+00:00,0 days 00:08:00.000000000,0 days 05:05:00,0 days 03:45:00,0 days 08:50:00.000000000,0 days 00:00:00.000000000,True
641,2019-06-08,2019-06-09 08:05:00+00:00,2019-06-09 15:18:00+00:00,0 days 00:05:00.000000000,0 days 04:06:00,0 days 03:02:00,0 days 07:08:00.000000000,0 days 00:00:00.000000000,True
642,2019-06-09,2019-06-10 07:24:00+00:00,2019-06-10 13:16:00+00:00,0 days 00:05:00.000000000,0 days 04:23:00,0 days 01:24:00,0 days 05:47:00.000000000,0 days 00:00:00.000000000,True
643,2019-06-10,2019-06-11 06:31:00+00:00,2019-06-11 13:16:00+00:00,0 days 00:09:00.000000000,0 days 04:05:00,0 days 02:31:00,0 days 06:36:00.000000000,0 days 00:00:00.000000000,True
644,2019-06-11,2019-06-12 07:08:00+00:00,2019-06-12 13:13:00+00:00,0 days 00:07:00.000000000,0 days 01:54:00,0 days 04:04:00,0 days 05:58:00.000000000,0 days 00:00:00.000000000,True
645,2019-06-13,2019-06-14 07:07:00+00:00,2019-06-14 13:40:00+00:00,0 days 00:05:00.000000000,0 days 04:22:00,0 days 02:06:00,0 days 06:28:00.000000000,0 days 00:00:00.000000000,True
646,2019-06-14,2019-06-15 06:59:00+00:00,2019-06-15 15:19:00+00:00,0 days 00:00:00.000000000,0 days 05:02:00,0 days 03:18:00,0 days 08:20:00.000000000,0 days 00:00:00.000000000,True
647,2019-06-16,2019-06-17 06:43:00+00:00,2019-06-17 13:15:00+00:00,0 days 00:00:00.000000000,0 days 03:00:00,0 days 03:32:00,0 days 06:32:00.000000000,0 days 00:00:00.000000000,True
648,2019-06-17,2019-06-18 06:10:00+00:00,2019-06-18 12:36:00+00:00,0 days 00:09:00.000000000,0 days 03:27:00,0 days 02:50:00,0 days 06:17:00.000000000,0 days 00:00:00.000000000,True
649,2019-06-18,2019-06-19 06:21:00+00:00,2019-06-19 12:45:00+00:00,0 days 00:02:00.000000000,0 days 04:20:00,0 days 02:02:00,0 days 06:22:00.000000000,0 days 00:00:00.000000000,True
650,2019-06-19,2019-06-20 05:20:00+00:00,2019-06-20 12:30:00+00:00,0 days 00:09:00.000000000,0 days 03:25:00,0 days 03:36:00,0 days 07:01:00.000000000,0 days 00:00:00.000000000,True
651,2019-06-20,2019-06-21 04:15:00+00:00,2019-06-21 12:04:00+00:00,0 days 00:12:00.000000000,0 days 05:36:00,0 days 02:01:00,0 days 07:37:00.000000000,0 days 00:00:00.000000000,True
652,2019-06-21,2019-06-22 07:46:00+00:00,2019-06-22 15:22:00+00:00,0 days 00:02:00.000000000,0 days 05:04:00,0 days 02:30:00,0 days 07:34:00.000000000,0 days 00:00:00.000000000,True
653,2019-06-22,2019-06-23 05:14:00+00:00,2019-06-23 11:52:00+00:00,0 days 00:06:00.000000000,0 days 04:03:00,0 days 02:29:00,0 days 06:32:00.000000000,0 days 00:00:00.000000000,True
654,2019-06-23,2019-06-24 06:48:00+00:00,2019-06-24 12:43:00+00:00,0 days 00:05:00.000000000,0 days 03:55:00,0 days 01:55:00,0 days 05:50:00.000000000,0 days 00:00:00.000000000,True
655,2019-06-24,2019-06-25 05:46:00+00:00,2019-06-25 12:40:00+00:00,0 days 00:07:00.000000000,0 days 04:10:00,0 days 02:37:00,0 days 06:47:00.000000000,0 days 00:00:00.000000000,True
656,2019-06-25,2019-06-26 05:56:00+00:00,2019-06-26 12:54:00+00:00,0 days 00:06:00.000000000,0 days 03:39:00,0 days 03:13:00,0 days 06:52:00.000000000,0 days 00:00:00.000000000,True
657,2019-06-26,2019-06-27 05:19:00+00:00,2019-06-27 13:16:00+00:00,0 days 00:08:00.000000000,0 days 04:11:00,0 days 03:38:00,0 days 07:49:00.000000000,0 days 00:00:00.000000000,True
658,2019-06-27,2019-06-28 07:09:00+00:00,2019-06-28 13:07:00+00:00,0 days 00:09:00.000000000,0 days 03:03:00,0 days 02:46:00,0 days 05:49:00.000000000,0 days 00:00:00.000000000,True
659,2019-06-28,2019-06-29 05:43:00+00:00,2019-06-29 15:06:00+00:00,0 days 00:00:00.000000000,0 days 04:52:00,0 days 04:31:00,0 days 09:23:00.000000000,0 days 00:00:00.000000000,True
660,2019-06-29,2019-06-30 07:51:00+00:00,2019-06-30 14:20:00+00:00,0 days 00:05:00.000000000,0 days 04:00:00,0 days 02:24:00,0 days 06:24:00.000000000,0 days 00:00:00.000000000,True
661,2019-06-30,2019-07-01 04:34:00+00:00,2019-07-01 12:04:00+00:00,0 days 00:06:00.000000000,0 days 04:47:00,0 days 02:37:00,0 days 07:24:00.000000000,0 days 00:00:00.000000000,True
662,2019-07-01,2019-07-02 05:56:00+00:00,2019-07-02 13:26:00+00:00,0 days 00:12:00.000000000,0 days 03:58:00,0 days 03:20:00,0 days 07:18:00.000000000,0 days 00:00:00.000000000,True
663,2019-07-02,2019-07-03 07:02:00+00:00,2019-07-03 13:03:00+00:00,0 days 00:08:00.000000000,0 days 03:00:00,0 days 02:53:00,0 days 05:53:00.000000000,0 days 00:00:00.000000000,True
664,2019-07-03,2019-07-04 05:06:00+00:00,2019-07-04 14:49:00+00:00,0 days 00:03:00.000000000,0 days 03:36:00,0 days 06:04:00,0 days 09:40:00.000000000,0 days 00:00:00.000000000,True
665,2019-07-04,2019-07-05 09:48:00+00:00,2019-07-05 15:29:00+00:00,0 days 00:00:00.000000000,0 days 02:41:00,0 days 03:00:00,0 days 05:41:00.000000000,0 days 00:00:00.000000000,True
666,2019-07-05,2019-07-06 07:21:00+00:00,2019-07-06 14:46:00+00:00,0 days 00:00:00.000000000,0 days 05:23:00,0 days 02:02:00,0 days 07:25:00.000000000,0 days 00:00:00.000000000,True
667,2019-07-06,2019-07-07 06:22:00+00:00,2019-07-07 15:21:00+00:00,0 days 00:00:00.000000000,0 days 05:47:00,0 days 03:12:00,0 days 08:59:00.000000000,0 days 00:00:00.000000000,True
668,2019-07-07,2019-07-08 07:38:00+00:00,2019-07-08 12:28:00+00:00,0 days 00:09:00.000000000,0 days 02:04:00,0 days 02:37:00,0 days 04:41:00.000000000,0 days 00:00:00.000000000,True
669,2019-07-08,2019-07-09 05:58:00+00:00,2019-07-09 12:09:00+00:00,0 days 00:00:00.000000000,0 days 02:40:00,0 days 03:31:00,0 days 06:11:00.000000000,0 days 00:00:00.000000000,True
670,2019-07-09,2019-07-10 07:59:00+00:00,2019-07-10 13:18:00+00:00,0 days 00:09:00.000000000,0 days 03:09:00,0 days 02:01:00,0 days 05:10:00.000000000,0 days 00:00:00.000000000,True
671,2019-07-10,2019-07-11 06:42:00+00:00,2019-07-11 12:54:00+00:00,0 days 00:03:00.000000000,0 days 04:00:00,0 days 02:09:00,0 days 06:09:00.000000000,0 days 00:00:00.000000000,True
672,2019-07-11,2019-07-12 08:27:00+00:00,2019-07-12 13:12:00+00:00,0 days 00:08:00.000000000,0 days 02:09:00,0 days 02:28:00,0 days 04:37:00.000000000,0 days 00:00:00.000000000,True
673,2019-07-12,2019-07-13 04:17:00+00:00,2019-07-13 13:53:00+00:00,0 days 00:04:00.000000000,0 days 06:06:00,0 days 03:26:00,0 days 09:32:00.000000000,0 days 00:00:00.000000000,True
674,2019-07-13,2019-07-14 06:37:00+00:00,2019-07-14 15:16:00+00:00,0 days 00:02:00.000000000,0 days 06:50:00,0 days 01:47:00,0 days 08:37:00.000000000,0 days 00:00:00.000000000,True
675,2019-07-14,2019-07-15 07:19:00+00:00,2019-07-15 11:08:00+00:00,0 days 00:08:00.000000000,0 days 02:24:00,0 days 01:17:00,0 days 03:41:00.000000000,0 days 00:00:00.000000000,True
676,2019-07-15,2019-07-16 05:28:00+00:00,2019-07-16 12:15:00+00:00,0 days 00:00:00.000000000,0 days 04:03:00,0 days 02:44:00,0 days 06:47:00.000000000,0 days 00:00:00.000000000,True
677,2019-07-16,2019-07-17 05:23:00+00:00,2019-07-17 12:41:00+00:00,0 days 00:06:00.000000000,0 days 03:47:00,0 days 03:25:00,0 days 07:12:00.000000000,0 days 00:00:00.000000000,True
678,2019-07-17,2019-07-18 06:26:00+00:00,2019-07-18 13:20:00+00:00,0 days 00:24:00.000000000,0 days 03:32:00,0 days 02:58:00,0 days 06:30:00.000000000,0 days 00:00:00.000000000,True
